Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Order PNP,,,,2023-02-08 15:48:33,2023-02-08 15:49:22,49.588s,FAILED
,,,,,,,
Test Cases/Create Order/Dine In/Dine In - Dana,,,,2023-02-08 15:48:33,2023-02-08 15:48:52,18.780s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-08 15:48:34,2023-02-08 15:48:52,18.056s,FAILED
,,,,,,,
Test Cases/Create Order/Dine In/Dine In - Gopay,,,,2023-02-08 15:48:52,2023-02-08 15:49:02,10.175s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-08 15:48:52,2023-02-08 15:49:02,9.650s,FAILED
,,,,,,,
Test Cases/Create Order/Take Away/Take Away - Dana,,,,2023-02-08 15:49:02,2023-02-08 15:49:12,9.943s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-08 15:49:03,2023-02-08 15:49:12,9.462s,FAILED
,,,,,,,
Test Cases/Create Order/Take Away/Take Away - Gopay,,,,2023-02-08 15:49:12,2023-02-08 15:49:22,10.195s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-08 15:49:13,2023-02-08 15:49:22,9.657s,FAILED
