Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KFCKU Apps,,,,2023-07-11 20:16:38,2023-07-11 20:37:04,20m - 26.427s,FAILED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Empty Phone Number and Password,,,,2023-07-11 20:16:39,2023-07-11 20:17:37,58.901s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 20:16:39,2023-07-11 20:17:16,36.783s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 20:17:16,2023-07-11 20:17:21,5.087s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-07-11 20:17:21,2023-07-11 20:17:24,3.063s,PASSED
"tap(findTestObject(""Productions/Login/Button - Sign In""), 0)",,,,2023-07-11 20:17:24,2023-07-11 20:17:27,2.616s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 20:17:27,2023-07-11 20:17:32,5.027s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Please enter your phone number""), 0, STOP_ON_FAILURE)",,,,2023-07-11 20:17:32,2023-07-11 20:17:33,0.975s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Please type your correct password""), 0)",,,,2023-07-11 20:17:33,2023-07-11 20:17:34,0.783s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-07-11 20:17:34,2023-07-11 20:17:37,3.028s,PASSED
closeApplication(),,,,2023-07-11 20:17:37,2023-07-11 20:17:37,0.797s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-07-11 20:17:37,2023-07-11 20:17:37,0.055s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Phone Number Not Registered,,,,2023-07-11 20:17:37,2023-07-11 20:18:28,50.519s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 20:17:38,2023-07-11 20:18:02,23.991s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 20:18:02,2023-07-11 20:18:07,5.018s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-07-11 20:18:07,2023-07-11 20:18:10,2.424s,PASSED
"tap(findTestObject(""Productions/Login/Enter your phone number""), 0)",,,,2023-07-11 20:18:10,2023-07-11 20:18:12,2.458s,PASSED
"setText(findTestObject(""Productions/Login/Enter your phone number""), ""081211287366"", 0)",,,,2023-07-11 20:18:12,2023-07-11 20:18:15,2.381s,PASSED
pressBack(),,,,2023-07-11 20:18:15,2023-07-11 20:18:15,0.542s,PASSED
"setText(findTestObject(""Productions/Login/Type your password""), ""Pass123"", 0)",,,,2023-07-11 20:18:15,2023-07-11 20:18:18,2.519s,PASSED
"tap(findTestObject(""Productions/Login/Button - Sign In""), 0)",,,,2023-07-11 20:18:18,2023-07-11 20:18:19,0.997s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 20:18:19,2023-07-11 20:18:24,5.022s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Your phone number has not been registered""), 0, STOP_ON_FAILURE)",,,,2023-07-11 20:18:24,2023-07-11 20:18:24,0.707s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-07-11 20:18:25,2023-07-11 20:18:28,3.011s,PASSED
closeApplication(),,,,2023-07-11 20:18:28,2023-07-11 20:18:28,0.456s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-07-11 20:18:28,2023-07-11 20:18:28,0.011s,PASSED
,,,,,,,
