Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,,,,2023-02-17 13:45:38,2023-02-17 13:49:22,3m - 44.869s,FAILED
,,,,,,,
Test Cases/Login KFCKU Apps/Login Failed - Empty Phone Number and Password,,,,2023-02-17 13:45:38,2023-02-17 13:46:50,1m - 11.661s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-17 13:45:39,2023-02-17 13:46:22,43.614s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-17 13:46:22,2023-02-17 13:46:27,5.074s,PASSED
"tap(findTestObject(""Profile/android.widget.TextView - Profil""), 5)",,,,2023-02-17 13:46:27,2023-02-17 13:46:30,3.122s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Masukkan nomor handphone Anda""), """", 0)",,,,2023-02-17 13:46:30,2023-02-17 13:46:34,3.957s,PASSED
hideKeyboard(),,,,2023-02-17 13:46:34,2023-02-17 13:46:36,1.393s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Ketik kata sandi Anda""), """", 0)",,,,2023-02-17 13:46:36,2023-02-17 13:46:37,1.468s,PASSED
hideKeyboard(),,,,2023-02-17 13:46:37,2023-02-17 13:46:38,0.776s,PASSED
"tap(findTestObject(""Login/android.widget.Button - Masuk""), 0)",,,,2023-02-17 13:46:38,2023-02-17 13:46:39,0.603s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-17 13:46:39,2023-02-17 13:46:44,5.013s,PASSED
"verifyElementVisible(findTestObject(""Login/Login Failed/android.widget.TextView - nullPhone""), 3)",,,,2023-02-17 13:46:44,2023-02-17 13:46:44,0.435s,PASSED
"verifyElementText(findTestObject(""Login/Login Failed/android.widget.TextView - nullPhone""), ""Mohon masukkan nomor handphone Anda"")",,,,2023-02-17 13:46:44,2023-02-17 13:46:45,0.477s,PASSED
"verifyElementVisible(findTestObject(""Login/Login Failed/android.widget.TextView - nullPass""), 3)",,,,2023-02-17 13:46:45,2023-02-17 13:46:45,0.525s,PASSED
"verifyElementText(findTestObject(""Login/Login Failed/android.widget.TextView - nullPass""), ""Masukkan kata sandi Anda yang benar"")",,,,2023-02-17 13:46:45,2023-02-17 13:46:46,0.384s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-02-17 13:46:46,2023-02-17 13:46:49,3.020s,PASSED
