Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KFCKU Apps,,,,2023-06-13 11:51:27,2023-06-13 12:13:54,22m - 27.478s,FAILED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Empty Phone Number and Password,,,,2023-06-13 11:51:27,2023-06-13 11:52:18,50.868s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-06-13 11:51:28,2023-06-13 11:51:57,29.067s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-06-13 11:51:57,2023-06-13 11:52:02,5.069s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-06-13 11:52:02,2023-06-13 11:52:05,3.292s,PASSED
"tap(findTestObject(""Productions/Login/Button - Sign In""), 0)",,,,2023-06-13 11:52:05,2023-06-13 11:52:07,2.349s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-06-13 11:52:07,2023-06-13 11:52:12,5.018s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Please enter your phone number""), 0, STOP_ON_FAILURE)",,,,2023-06-13 11:52:12,2023-06-13 11:52:13,1.007s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Please type your correct password""), 0)",,,,2023-06-13 11:52:13,2023-06-13 11:52:14,0.820s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-06-13 11:52:14,2023-06-13 11:52:17,3.018s,PASSED
closeApplication(),,,,2023-06-13 11:52:17,2023-06-13 11:52:18,0.703s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-06-13 11:52:18,2023-06-13 11:52:18,0.032s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Phone Number Not Registered,,,,2023-06-13 11:52:18,2023-06-13 11:53:06,47.788s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-06-13 11:52:19,2023-06-13 11:52:40,21.788s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-06-13 11:52:40,2023-06-13 11:52:45,5.020s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-06-13 11:52:45,2023-06-13 11:52:48,2.886s,PASSED
"tap(findTestObject(""Productions/Login/Enter your phone number""), 0)",,,,2023-06-13 11:52:48,2023-06-13 11:52:51,2.345s,PASSED
"setText(findTestObject(""Productions/Login/Enter your phone number""), ""081211287366"", 0)",,,,2023-06-13 11:52:51,2023-06-13 11:52:53,2.437s,PASSED
pressBack(),,,,2023-06-13 11:52:53,2023-06-13 11:52:54,0.535s,PASSED
"setText(findTestObject(""Productions/Login/Type your password""), ""Pass123"", 0)",,,,2023-06-13 11:52:54,2023-06-13 11:52:55,1.806s,PASSED
"tap(findTestObject(""Productions/Login/Button - Sign In""), 0)",,,,2023-06-13 11:52:55,2023-06-13 11:52:56,1.085s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-06-13 11:52:56,2023-06-13 11:53:01,5.015s,PASSED
