Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Create Order,,,,2023-01-25 15:00:55,2023-01-25 15:10:23,9m - 28.254s,ERROR
,,,,,,,
Test Cases/Create Order/Dine In/Dine In - Dana,,,,2023-01-25 15:00:55,2023-01-25 15:01:27,31.656s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-01-25 15:00:56,2023-01-25 15:01:16,20.589s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/android.widget.TextView - Beranda""), 5)",,,,2023-01-25 15:01:16,2023-01-25 15:01:18,1.093s,PASSED
"tap(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - Beranda""), 5)",,,,2023-01-25 15:01:18,2023-01-25 15:01:19,1.449s,PASSED
"swipe(281, 500, 434, 161)",,,,2023-01-25 15:01:19,2023-01-25 15:01:20,1.164s,PASSED
"tap(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - DINE-IN""), 5)",,,,2023-01-25 15:01:20,2023-01-25 15:01:27,6.875s,FAILED
,,,,,,,
Test Cases/Create Order/Dine In/Dine In - Gopay,,,,2023-01-25 15:01:27,2023-01-25 15:03:32,2m - 4.805s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-01-25 15:01:27,2023-01-25 15:01:43,15.691s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/android.widget.TextView - Beranda""), 5)",,,,2023-01-25 15:01:43,2023-01-25 15:01:44,1.078s,PASSED
"tap(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - Beranda""), 5)",,,,2023-01-25 15:01:44,2023-01-25 15:01:45,0.478s,PASSED
"swipe(281, 500, 434, 161)",,,,2023-01-25 15:01:45,2023-01-25 15:01:46,1.137s,PASSED
"tap(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - DINE-IN""), 5)",,,,2023-01-25 15:01:46,2023-01-25 15:01:47,1.097s,PASSED
"tap(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - Cari Gerai KFC""), 5)",,,,2023-01-25 15:01:47,2023-01-25 15:01:49,2.481s,PASSED
"setText(findTestObject(""Object Repository/Order Dine In/android.widget.EditText - Cari Gerai KFC""), ""MT Haryono"", 5)",,,,2023-01-25 15:01:49,2023-01-25 15:01:53,3.967s,PASSED
hideKeyboard(),,,,2023-01-25 15:01:53,2023-01-25 15:01:56,2.994s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - MT HARYONO JAKARTA""), 5)",,,,2023-01-25 15:01:56,2023-01-25 15:02:01,5.077s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.Button - Pilih Gerai""), 5)",,,,2023-01-25 15:02:01,2023-01-25 15:02:02,0.640s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-01-25 15:02:02,2023-01-25 15:02:07,5.036s,PASSED
"tap(findTestObject(""Order Dine In/android.widget.FrameLayout""), 5)",,,,2023-01-25 15:02:07,2023-01-25 15:02:08,0.842s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-01-25 15:02:08,2023-01-25 15:02:13,5.018s,PASSED
pressBack(),,,,2023-01-25 15:02:13,2023-01-25 15:02:14,0.520s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/android.widget.Button - Add""), 5)",,,,2023-01-25 15:02:14,2023-01-25 15:02:14,0.669s,PASSED
"tap(findTestObject(""Order Dine In/android.widget.Button - Add""), 5)",,,,2023-01-25 15:02:14,2023-01-25 15:02:14,0.295s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-01-25 15:02:14,2023-01-25 15:02:20,5.019s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.Button - Lanjut""), 5)",,,,2023-01-25 15:02:20,2023-01-25 15:02:20,0.281s,PASSED
