Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login Production,,,,2023-05-15 14:19:36,2023-05-15 14:23:40,4m - 4.098s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Empty Phone Number and Password,,,,2023-05-15 14:19:36,2023-05-15 14:20:40,1m - 3.263s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-05-15 14:19:37,2023-05-15 14:20:19,41.863s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-05-15 14:20:19,2023-05-15 14:20:24,5.073s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-05-15 14:20:24,2023-05-15 14:20:26,2.433s,PASSED
"tap(findTestObject(""Productions/Login/Button - Sign In""), 0)",,,,2023-05-15 14:20:26,2023-05-15 14:20:29,2.632s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-05-15 14:20:29,2023-05-15 14:20:34,5.011s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Please enter your phone number""), 0, STOP_ON_FAILURE)",,,,2023-05-15 14:20:34,2023-05-15 14:20:35,1.267s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Please type your correct password""), 0)",,,,2023-05-15 14:20:35,2023-05-15 14:20:36,0.682s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-05-15 14:20:36,2023-05-15 14:20:39,3.020s,PASSED
closeApplication(),,,,2023-05-15 14:20:39,2023-05-15 14:20:40,0.509s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-05-15 14:20:40,2023-05-15 14:20:40,0.050s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Phone Number Not Registered,,,,2023-05-15 14:20:40,2023-05-15 14:21:23,43.544s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-05-15 14:20:40,2023-05-15 14:20:59,19.068s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-05-15 14:20:59,2023-05-15 14:21:04,5.018s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-05-15 14:21:04,2023-05-15 14:21:06,2.245s,PASSED
"tap(findTestObject(""Productions/Login/Enter your phone number""), 0)",,,,2023-05-15 14:21:06,2023-05-15 14:21:09,2.367s,PASSED
"setText(findTestObject(""Productions/Login/Enter your phone number""), ""081211287366"", 0)",,,,2023-05-15 14:21:09,2023-05-15 14:21:11,2.203s,PASSED
pressBack(),,,,2023-05-15 14:21:11,2023-05-15 14:21:11,0.542s,PASSED
"setText(findTestObject(""Productions/Login/Type your password""), ""Pass123"", 0)",,,,2023-05-15 14:21:11,2023-05-15 14:21:13,1.693s,PASSED
"tap(findTestObject(""Productions/Login/Button - Sign In""), 0)",,,,2023-05-15 14:21:13,2023-05-15 14:21:14,0.992s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-05-15 14:21:14,2023-05-15 14:21:19,5.018s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Your phone number has not been registered""), 0, STOP_ON_FAILURE)",,,,2023-05-15 14:21:19,2023-05-15 14:21:20,0.542s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-05-15 14:21:20,2023-05-15 14:21:23,3.022s,PASSED
closeApplication(),,,,2023-05-15 14:21:23,2023-05-15 14:21:23,0.389s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-05-15 14:21:23,2023-05-15 14:21:23,0.012s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Wrong Password,,,,2023-05-15 14:21:23,2023-05-15 14:22:07,44.150s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-05-15 14:21:24,2023-05-15 14:21:42,18.591s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-05-15 14:21:42,2023-05-15 14:21:47,5.013s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-05-15 14:21:47,2023-05-15 14:21:49,2.241s,PASSED
"tap(findTestObject(""Productions/Login/Enter your phone number""), 0)",,,,2023-05-15 14:21:49,2023-05-15 14:21:52,2.440s,PASSED
"setText(findTestObject(""Productions/Login/Enter your phone number""), ""081211287377"", 0)",,,,2023-05-15 14:21:52,2023-05-15 14:21:55,2.704s,PASSED
pressBack(),,,,2023-05-15 14:21:55,2023-05-15 14:21:55,0.540s,PASSED
"setText(findTestObject(""Productions/Login/Type your password""), ""passk209"", 0)",,,,2023-05-15 14:21:55,2023-05-15 14:21:57,2.219s,PASSED
