Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KFCKU Apps,,,,2023-07-11 11:34:27,2023-07-11 11:42:59,8m - 32.259s,FAILED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Empty Phone Number and Password,,,,2023-07-11 11:34:27,2023-07-11 11:35:47,1m - 19.459s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 11:34:28,2023-07-11 11:35:26,57.943s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 11:35:26,2023-07-11 11:35:31,5.060s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-07-11 11:35:31,2023-07-11 11:35:34,2.863s,PASSED
"tap(findTestObject(""Productions/Login/Button - Sign In""), 0)",,,,2023-07-11 11:35:34,2023-07-11 11:35:37,2.544s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 11:35:37,2023-07-11 11:35:42,5.005s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Please enter your phone number""), 0, STOP_ON_FAILURE)",,,,2023-07-11 11:35:42,2023-07-11 11:35:42,0.820s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Please type your correct password""), 0)",,,,2023-07-11 11:35:42,2023-07-11 11:35:43,0.749s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-07-11 11:35:43,2023-07-11 11:35:46,3.020s,PASSED
closeApplication(),,,,2023-07-11 11:35:46,2023-07-11 11:35:47,0.510s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-07-11 11:35:47,2023-07-11 11:35:47,0.044s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Phone Number Not Registered,,,,2023-07-11 11:35:47,2023-07-11 11:36:33,45.884s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 11:35:47,2023-07-11 11:36:08,20.497s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 11:36:08,2023-07-11 11:36:13,5.013s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-07-11 11:36:13,2023-07-11 11:36:15,2.560s,PASSED
"tap(findTestObject(""Productions/Login/Enter your phone number""), 0)",,,,2023-07-11 11:36:15,2023-07-11 11:36:18,2.299s,PASSED
"setText(findTestObject(""Productions/Login/Enter your phone number""), ""081211287366"", 0)",,,,2023-07-11 11:36:18,2023-07-11 11:36:20,2.576s,PASSED
pressBack(),,,,2023-07-11 11:36:20,2023-07-11 11:36:21,0.534s,PASSED
"setText(findTestObject(""Productions/Login/Type your password""), ""Pass123"", 0)",,,,2023-07-11 11:36:21,2023-07-11 11:36:23,1.713s,PASSED
"tap(findTestObject(""Productions/Login/Button - Sign In""), 0)",,,,2023-07-11 11:36:23,2023-07-11 11:36:24,0.999s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 11:36:24,2023-07-11 11:36:29,5.008s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Your phone number has not been registered""), 0, STOP_ON_FAILURE)",,,,2023-07-11 11:36:29,2023-07-11 11:36:29,0.670s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-07-11 11:36:29,2023-07-11 11:36:32,3.008s,PASSED
closeApplication(),,,,2023-07-11 11:36:32,2023-07-11 11:36:33,0.320s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-07-11 11:36:33,2023-07-11 11:36:33,0.007s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Wrong Password,,,,2023-07-11 11:36:33,2023-07-11 11:37:19,46.417s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 11:36:33,2023-07-11 11:36:53,20.404s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 11:36:53,2023-07-11 11:36:59,5.016s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-07-11 11:36:59,2023-07-11 11:37:01,2.737s,PASSED
"tap(findTestObject(""Productions/Login/Enter your phone number""), 0)",,,,2023-07-11 11:37:01,2023-07-11 11:37:04,2.408s,PASSED
"setText(findTestObject(""Productions/Login/Enter your phone number""), ""081211287377"", 0)",,,,2023-07-11 11:37:04,2023-07-11 11:37:06,2.761s,PASSED
pressBack(),,,,2023-07-11 11:37:06,2023-07-11 11:37:07,0.524s,PASSED
"setText(findTestObject(""Productions/Login/Type your password""), ""passk209"", 0)",,,,2023-07-11 11:37:07,2023-07-11 11:37:09,1.965s,PASSED
"tap(findTestObject(""Productions/Login/Button - Sign In""), 0)",,,,2023-07-11 11:37:09,2023-07-11 11:37:10,1.014s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 11:37:10,2023-07-11 11:37:15,5.021s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/The password you entered is incorrect""), 0, STOP_ON_FAILURE)",,,,2023-07-11 11:37:15,2023-07-11 11:37:16,0.607s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-07-11 11:37:16,2023-07-11 11:37:19,3.010s,PASSED
closeApplication(),,,,2023-07-11 11:37:19,2023-07-11 11:37:19,0.436s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-07-11 11:37:19,2023-07-11 11:37:19,0.009s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Social Media,,,,2023-07-11 11:37:19,2023-07-11 11:38:13,54.316s,PASSED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 11:37:20,2023-07-11 11:37:41,20.591s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-11 11:37:41,2023-07-11 11:37:46,5.007s,PASSED
"tap(findTestObject(""Productions/Menu/Profile""), 5)",,,,2023-07-11 11:37:46,2023-07-11 11:37:48,2.612s,PASSED
"waitForElementPresent(findTestObject(""Productions/Login/Button - Sign in with Google""), 0)",,,,2023-07-11 11:37:48,2023-07-11 11:37:51,2.423s,PASSED
"tap(findTestObject(""Productions/Login/Button - Sign in with Google""), 0)",,,,2023-07-11 11:37:51,2023-07-11 11:37:52,0.843s,PASSED
