Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,,,,2023-02-01 17:30:38,2023-02-01 17:34:32,3m - 54.273s,PASSED
,,,,,,,
Test Cases/Login KFCKU Apps/Login Failed - Empty Phone Number and Password,,,,2023-02-01 17:30:38,2023-02-01 17:31:29,50.707s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-01 17:30:39,2023-02-01 17:31:01,22.768s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:31:01,2023-02-01 17:31:06,5.038s,PASSED
"tap(findTestObject(""Profile/android.widget.TextView - Profil""), 5)",,,,2023-02-01 17:31:06,2023-02-01 17:31:07,0.947s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Masukkan nomor handphone Anda""), """", 0)",,,,2023-02-01 17:31:07,2023-02-01 17:31:12,4.807s,PASSED
hideKeyboard(),,,,2023-02-01 17:31:12,2023-02-01 17:31:14,1.271s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Ketik kata sandi Anda""), """", 0)",,,,2023-02-01 17:31:14,2023-02-01 17:31:16,2.289s,PASSED
hideKeyboard(),,,,2023-02-01 17:31:16,2023-02-01 17:31:17,1.112s,PASSED
"tap(findTestObject(""Login/android.widget.Button - Masuk""), 0)",,,,2023-02-01 17:31:17,2023-02-01 17:31:17,0.371s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:31:17,2023-02-01 17:31:22,5.015s,PASSED
"verifyElementVisible(findTestObject(""Login/Login Failed/android.widget.TextView - nullPhone""), 3)",,,,2023-02-01 17:31:22,2023-02-01 17:31:23,0.377s,PASSED
"verifyElementText(findTestObject(""Login/Login Failed/android.widget.TextView - nullPhone""), ""Mohon masukkan nomor handphone Anda"")",,,,2023-02-01 17:31:23,2023-02-01 17:31:23,0.343s,PASSED
"verifyElementVisible(findTestObject(""Login/Login Failed/android.widget.TextView - nullPass""), 3)",,,,2023-02-01 17:31:23,2023-02-01 17:31:23,0.336s,PASSED
"verifyElementText(findTestObject(""Login/Login Failed/android.widget.TextView - nullPass""), ""Masukkan kata sandi Anda yang benar"")",,,,2023-02-01 17:31:23,2023-02-01 17:31:25,1.268s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-02-01 17:31:25,2023-02-01 17:31:28,3.016s,PASSED
closeApplication(),,,,2023-02-01 17:31:28,2023-02-01 17:31:29,1.191s,PASSED
,,,,,,,
Test Cases/Login KFCKU Apps/Login Failed - Phone Number Not Registered,,,,2023-02-01 17:31:29,2023-02-01 17:32:09,39.748s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-01 17:31:29,2023-02-01 17:31:46,16.756s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:31:46,2023-02-01 17:31:51,5.017s,PASSED
"tap(findTestObject(""Profile/android.widget.TextView - Profil""), 5)",,,,2023-02-01 17:31:51,2023-02-01 17:31:53,2.057s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Masukkan nomor handphone Anda""), ""081211287388"", 0)",,,,2023-02-01 17:31:53,2023-02-01 17:31:57,3.586s,PASSED
hideKeyboard(),,,,2023-02-01 17:31:57,2023-02-01 17:31:58,1.267s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Ketik kata sandi Anda""), ""pass123"", 0)",,,,2023-02-01 17:31:58,2023-02-01 17:31:59,1.493s,PASSED
hideKeyboard(),,,,2023-02-01 17:31:59,2023-02-01 17:32:01,1.144s,PASSED
"tap(findTestObject(""Login/android.widget.Button - Masuk""), 0)",,,,2023-02-01 17:32:01,2023-02-01 17:32:01,0.726s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:32:01,2023-02-01 17:32:06,5.011s,PASSED
"verifyElementVisible(findTestObject(""Login/android.widget.TextView - Nomor handphone Anda belum terdaftar""), 3)",,,,2023-02-01 17:32:06,2023-02-01 17:32:08,1.318s,PASSED
closeApplication(),,,,2023-02-01 17:32:08,2023-02-01 17:32:09,1.025s,PASSED
,,,,,,,
Test Cases/Login KFCKU Apps/Login Failed - Wrong Password,,,,2023-02-01 17:32:09,2023-02-01 17:32:49,40.447s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-01 17:32:09,2023-02-01 17:32:26,16.829s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:32:26,2023-02-01 17:32:31,5.004s,PASSED
"tap(findTestObject(""Profile/android.widget.TextView - Profil""), 5)",,,,2023-02-01 17:32:31,2023-02-01 17:32:32,1.444s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Masukkan nomor handphone Anda""), ""081211287377"", 0)",,,,2023-02-01 17:32:32,2023-02-01 17:32:36,4.078s,PASSED
hideKeyboard(),,,,2023-02-01 17:32:36,2023-02-01 17:32:37,1.117s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Ketik kata sandi Anda""), ""qwerty123"", 0)",,,,2023-02-01 17:32:37,2023-02-01 17:32:39,1.502s,PASSED
hideKeyboard(),,,,2023-02-01 17:32:39,2023-02-01 17:32:40,1.134s,PASSED
"tap(findTestObject(""Login/android.widget.Button - Masuk""), 0)",,,,2023-02-01 17:32:40,2023-02-01 17:32:41,0.845s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-02-01 17:32:41,2023-02-01 17:32:44,3.009s,PASSED
"verifyElementVisible(findTestObject(""Login/android.widget.TextView - Kata sandi yang Anda masukkan salah""), 3)",,,,2023-02-01 17:32:44,2023-02-01 17:32:45,0.768s,PASSED
"verifyElementText(findTestObject(""Login/android.widget.TextView - Kata sandi yang Anda masukkan salah""), ""Kata sandi yang Anda masukkan salah"")",,,,2023-02-01 17:32:45,2023-02-01 17:32:45,0.337s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-02-01 17:32:45,2023-02-01 17:32:48,3.020s,PASSED
closeApplication(),,,,2023-02-01 17:32:48,2023-02-01 17:32:49,1.049s,PASSED
,,,,,,,
Test Cases/Login KFCKU Apps/Login Social Media,,,,2023-02-01 17:32:49,2023-02-01 17:33:49,1m - 0.031s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,Start application on current selected android device,,2023-02-01 17:32:49,2023-02-01 17:33:06,16.737s,PASSED
delay(10),,,,2023-02-01 17:33:06,2023-02-01 17:33:16,10.016s,PASSED
