Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,,,,2023-02-01 16:35:07,2023-02-01 16:36:47,1m - 39.898s,FAILED
,,,,,,,
Test Cases/Login KFCKU Apps/Login Social Media,,,,2023-02-01 16:35:08,2023-02-01 16:35:56,47.853s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,Start application on current selected android device,,2023-02-01 16:35:08,2023-02-01 16:35:32,23.931s,PASSED
delay(10),,,,2023-02-01 16:35:32,2023-02-01 16:35:42,10.043s,PASSED
"tap(findTestObject(""Login/android.widget.TextView - Profil""), 0)",,,,2023-02-01 16:35:42,2023-02-01 16:35:44,1.865s,PASSED
"tap(findTestObject(""Login Social Media/android.widget.Button - Masuk dengan Google""), 0)",,,,2023-02-01 16:35:44,2023-02-01 16:35:47,3.034s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-02-01 16:35:47,2023-02-01 16:35:50,3.008s,PASSED
"tap(findTestObject(""Login Social Media/android.widget.TextView - jecsanmaychelgmail.com""), 0)",,,,2023-02-01 16:35:50,2023-02-01 16:35:51,0.340s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 16:35:51,2023-02-01 16:35:56,5.011s,PASSED
,,,,,,,
Test Cases/Login KFCKU Apps/Login Phone Number,,,,2023-02-01 16:35:56,2023-02-01 16:36:47,51.624s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-01 16:35:56,2023-02-01 16:36:10,14.047s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 16:36:10,2023-02-01 16:36:15,5.014s,PASSED
"tap(findTestObject(""Profile/android.widget.TextView - Profil""), 5)",,,,2023-02-01 16:36:15,2023-02-01 16:36:16,1.295s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Masukkan nomor handphone Anda""), ""081399674746"", 0)",,,,2023-02-01 16:36:16,2023-02-01 16:36:47,30.748s,FAILED
