Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Create Order,,,,2023-01-25 16:48:48,2023-01-25 17:02:49,14m - 1.771s,ERROR
,,,,,,,
Test Cases/Create Order/Dine In/Dine In - Dana,,,,2023-01-25 16:48:48,2023-01-25 16:51:33,2m - 45.476s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-01-25 16:48:48,2023-01-25 16:49:10,21.619s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/android.widget.TextView - Beranda""), 5)",,,,2023-01-25 16:49:10,2023-01-25 16:49:12,1.707s,PASSED
"tap(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - Beranda""), 5)",,,,2023-01-25 16:49:12,2023-01-25 16:49:12,0.455s,PASSED
"swipe(281, 500, 434, 161)",,,,2023-01-25 16:49:12,2023-01-25 16:49:13,1.166s,PASSED
"tap(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - DINE-IN""), 5)",,,,2023-01-25 16:49:13,2023-01-25 16:49:14,1.209s,PASSED
"tap(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - Cari Gerai KFC""), 5)",,,,2023-01-25 16:49:14,2023-01-25 16:49:17,2.961s,PASSED
"setText(findTestObject(""Object Repository/Order Dine In/android.widget.EditText - Cari Gerai KFC""), ""MT Haryono"", 5)",,,,2023-01-25 16:49:17,2023-01-25 16:49:22,4.231s,PASSED
hideKeyboard(),,,,2023-01-25 16:49:22,2023-01-25 16:49:24,2.811s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - MT HARYONO JAKARTA""), 5)",,,,2023-01-25 16:49:24,2023-01-25 16:49:30,5.167s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.Button - Pilih Gerai""), 0)",,,,2023-01-25 16:49:30,2023-01-25 16:49:30,0.375s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-01-25 16:49:30,2023-01-25 16:49:35,5.024s,PASSED
"tap(findTestObject(""Order Dine In/android.widget.FrameLayout""), 5)",,,,2023-01-25 16:49:35,2023-01-25 16:49:36,0.603s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-01-25 16:49:36,2023-01-25 16:49:41,5.004s,PASSED
pressBack(),,,,2023-01-25 16:49:41,2023-01-25 16:49:42,1.045s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/android.widget.Button - Add""), 5)",,,,2023-01-25 16:49:42,2023-01-25 16:49:42,0.650s,PASSED
"tap(findTestObject(""Order Dine In/android.widget.Button - Add""), 5)",,,,2023-01-25 16:49:42,2023-01-25 16:49:43,0.310s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-01-25 16:49:43,2023-01-25 16:49:48,5.013s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.Button - Lanjut""), 5)",,,,2023-01-25 16:49:48,2023-01-25 16:49:48,0.251s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.Button - Lanjut""), 5)",,,,2023-01-25 16:49:48,2023-01-25 16:49:48,0.315s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-01-25 16:49:48,2023-01-25 16:49:53,5.017s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.LinearLayout""), 5)",,,,2023-01-25 16:49:53,2023-01-25 16:49:54,0.658s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.LinearLayout""), 5)",,,,2023-01-25 16:49:54,2023-01-25 16:49:55,0.788s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-01-25 16:49:55,2023-01-25 16:50:00,5.005s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.TextView - Pilih Menu Gratis""), 5)",,,,2023-01-25 16:50:00,2023-01-25 16:50:00,0.215s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.TextView - Pilih Menu Gratis""), 5)",,,,2023-01-25 16:50:00,2023-01-25 16:50:00,0.230s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-01-25 16:50:00,2023-01-25 16:50:05,5.013s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.Button - Pilih Sekarang""), 10)",,,,2023-01-25 16:50:05,2023-01-25 16:50:06,0.920s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.Button - Pilih Sekarang""), 10)",,,,2023-01-25 16:50:06,2023-01-25 16:50:06,0.306s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-01-25 16:50:06,2023-01-25 16:50:11,5.012s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.Button - TAMBAHKAN""), 10)",,,,2023-01-25 16:50:11,2023-01-25 16:50:12,0.750s,PASSED
