Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Order PNP,,,,2023-02-08 15:44:39,2023-02-08 15:45:30,51.541s,FAILED
,,,,,,,
Test Cases/Create Order/Dine In/Dine In - Dana,,,,2023-02-08 15:44:39,2023-02-08 15:44:57,18.498s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-08 15:44:39,2023-02-08 15:44:57,18.040s,FAILED
,,,,,,,
Test Cases/Create Order/Dine In/Dine In - Gopay,,,,2023-02-08 15:44:57,2023-02-08 15:45:08,10.701s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-08 15:44:58,2023-02-08 15:45:08,10.306s,FAILED
,,,,,,,
Test Cases/Create Order/Take Away/Take Away - Dana,,,,2023-02-08 15:45:08,2023-02-08 15:45:19,10.914s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-08 15:45:09,2023-02-08 15:45:19,10.427s,FAILED
,,,,,,,
Test Cases/Create Order/Take Away/Take Away - Gopay,,,,2023-02-08 15:45:19,2023-02-08 15:45:30,11.081s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-08 15:45:20,2023-02-08 15:45:30,10.515s,FAILED
