Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KFCKU Apps,,,,2023-07-11 14:40:58,2023-07-11 14:44:19,3m - 20.228s,FAILED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Empty Phone Number and Password,,,,2023-07-11 14:40:59,2023-07-11 14:41:19,20.322s,FAILED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 14:40:59,2023-07-11 14:41:19,19.733s,FAILED
Start listener action : sampleAfterTestCase,,,,2023-07-11 14:41:19,2023-07-11 14:41:19,0.055s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Phone Number Not Registered,,,,2023-07-11 14:41:19,2023-07-11 14:41:26,7.310s,FAILED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 14:41:20,2023-07-11 14:41:26,6.722s,FAILED
Start listener action : sampleAfterTestCase,,,,2023-07-11 14:41:26,2023-07-11 14:41:26,0.008s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Failed - Wrong Password,,,,2023-07-11 14:41:26,2023-07-11 14:41:51,24.273s,FAILED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 14:41:27,2023-07-11 14:41:51,23.827s,FAILED
Start listener action : sampleAfterTestCase,,,,2023-07-11 14:41:51,2023-07-11 14:41:51,0.008s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Social Media,,,,2023-07-11 14:41:51,2023-07-11 14:41:58,7.206s,FAILED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 14:41:51,2023-07-11 14:41:58,6.867s,FAILED
Start listener action : sampleAfterTestCase,,,,2023-07-11 14:41:58,2023-07-11 14:41:58,0.006s,PASSED
,,,,,,,
Test Cases/Production/Login KFCKU Apps/Login Phone Number,,,,2023-07-11 14:41:58,2023-07-11 14:42:05,6.927s,FAILED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 14:41:58,2023-07-11 14:42:05,6.585s,FAILED
Start listener action : sampleAfterTestCase,,,,2023-07-11 14:42:05,2023-07-11 14:42:05,0.005s,PASSED
,,,,,,,
Test Cases/Production/Home Page/Promotion,,,,2023-07-11 14:42:05,2023-07-11 14:42:12,6.853s,FAILED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 14:42:05,2023-07-11 14:42:12,6.510s,FAILED
Start listener action : sampleAfterTestCase,,,,2023-07-11 14:42:12,2023-07-11 14:42:12,0.005s,PASSED
,,,,,,,
Test Cases/Production/My Order/Order Detail HMD - My Order,,,,2023-07-11 14:42:12,2023-07-11 14:42:19,6.848s,FAILED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 14:42:12,2023-07-11 14:42:19,6.510s,FAILED
Start listener action : sampleAfterTestCase,,,,2023-07-11 14:42:19,2023-07-11 14:42:19,0.004s,PASSED
,,,,,,,
Test Cases/Production/My Order/View All Status Order - My Order,,,,2023-07-11 14:42:19,2023-07-11 14:42:25,6.962s,FAILED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 14:42:19,2023-07-11 14:42:25,6.599s,FAILED
Start listener action : sampleAfterTestCase,,,,2023-07-11 14:42:25,2023-07-11 14:42:25,0.004s,PASSED
,,,,,,,
Test Cases/Production/My Order/Order Detail PNP - My Order,,,,2023-07-11 14:42:25,2023-07-11 14:42:32,6.898s,FAILED
"startExistingApplication(""com.kfc.mobile"", STOP_ON_FAILURE)",,,,2023-07-11 14:42:26,2023-07-11 14:42:32,6.466s,FAILED
Start listener action : sampleAfterTestCase,,,,2023-07-11 14:42:32,2023-07-11 14:42:32,0.005s,PASSED
,,,,,,,
Test Cases/Production/Create Order/HMD/HMD - QR,,,,2023-07-11 14:42:32,2023-07-11 14:42:56,24.017s,FAILED
